,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4460,Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5,4500000.0,100.0,Paid,1.49,Everyone,Personalization,"July 7, 2018",1.1,8.0 and up
4462,Pacify (Android P theme) - Theme for Xperia™,PERSONALIZATION,4.4,1,1800000.0,10.0,Paid,0.99,Everyone,Personalization,"July 15, 2018",1.0.B+.Exceed.Paid,5.0 and up
4465,Popsicle Launcher for Android P 9.0 launcher,PERSONALIZATION,4.4,0,5500000.0,0.0,Paid,1.49,Everyone,Personalization,"July 11, 2018",1.1,4.2 and up
4466,Theme Android P Black design for LG V30,PERSONALIZATION,4.4,8,6200000.0,100.0,Paid,1.49,Everyone,Personalization,"April 6, 2018",1.1,7.0 and up
4468,Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5,4300000.0,100.0,Paid,1.49,Everyone,Personalization,"July 31, 2018",1.3,7.0 and up
4470,Android P 9.0,PERSONALIZATION,3.0,12,4900000.0,500.0,Free,0.0,Everyone,Personalization,"May 30, 2018",2.0,4.0.3 and up
4471,Pureness Pacify (Android P) - Theme for Xperia™,PERSONALIZATION,4.4,0,3600000.0,1.0,Paid,1.49,Everyone,Personalization,"July 23, 2018",1.2.A.Exceed.Paid,6.0 and up
4477,Android P Style Icon Pack,PERSONALIZATION,5.0,1,60000000.0,100.0,Paid,0.99,Everyone,Personalization,"June 16, 2018",1.0,4.1 and up
4482,P XPERIA Theme™ | PURPLE - Design For SONY 🎨,PERSONALIZATION,4.4,3,13000000.0,500.0,Free,0.0,Everyone,Personalization,"June 5, 2018",1.0.0,4.4 and up
4488,pretty Easy privacy p≡p,COMMUNICATION,3.7,21,20000000.0,500.0,Paid,0.99,Everyone,Communication,"July 30, 2018",1.0.100rc1.withoutKeysync,5.0 and up
4489,P Icon Pack,FAMILY,4.3,0,21000000.0,10.0,Paid,0.99,Everyone,Entertainment,"July 16, 2018",1.0.6,4.0.3 and up
4508,Q Avatar Pro,FAMILY,4.8,4,3600000.0,100.0,Paid,1.49,Teen,Entertainment,"March 4, 2017",1.3.5,2.3 and up
4521,Q-slope,TOOLS,4.5,2,3900000.0,50.0,Paid,1.76,Everyone,Tools,"December 3, 2017",5.0,4.3 and up
4543,Guide for R Programming,BOOKS_AND_REFERENCE,4.5,0,3700000.0,5.0,Free,0.0,Everyone,Books & Reference,"May 25, 2018",1.0.0,4.1 and up
4546,Learn R Programming,BOOKS_AND_REFERENCE,4.5,0,29000000.0,10.0,Free,0.0,Everyone,Books & Reference,"April 28, 2018",1.0,4.1 and up
4549,Learn R Programming Free EBook,FAMILY,4.3,1,5700000.0,50.0,Free,0.0,Everyone,Education,"March 23, 2018",1.0.0,4.0 and up
4550,RMEduS - 음성인식을 활용한 R 프로그래밍 실습 시스템,FAMILY,4.3,4,64000000.0,1.0,Free,0.0,Everyone,Education,"July 17, 2018",1.0.1,4.4 and up
4551,R Programming Language (Paperset 2) MCQ Quiz,FAMILY,4.3,0,3400000.0,10.0,Free,0.0,Everyone,Education,"March 19, 2018",1.0,4.0.3 and up
4553,R File Manager,TOOLS,4.8,17,6700000.0,50.0,Free,0.0,Everyone,Tools,"May 5, 2018",v2,4.4 and up
4561,Neon-R (Red),PERSONALIZATION,4.7,25,41000000.0,100.0,Paid,0.99,Everyone,Personalization,"March 12, 2015",1.0,4.0.3 and up
4562,Mat|r viewer,PRODUCTIVITY,4.3,5,28000000.0,100.0,Free,0.0,Everyone,Productivity,"July 27, 2018",1.0.5,5.0 and up
4564,Tutorials for R Programming Offline,FAMILY,4.3,2,4400000.0,500.0,Free,0.0,Everyone,Education,"December 4, 2017",1.0,4.0 and up
4565,R Programming Language (Paperset 1) MCQ Quiz,FAMILY,4.3,1,3400000.0,10.0,Free,0.0,Everyone,Education,"March 19, 2018",1.0,4.0.3 and up
4585,Shopping List S PRO,SHOPPING,4.8,14,2700000.0,100.0,Paid,2.49,Everyone,Shopping,"May 16, 2018",2.10,4.1 and up
4697,FORD V SERIES CALC - NO LIMIT,AUTO_AND_VEHICLES,4.3,2,17000000.0,50.0,Paid,9.99,Everyone,Auto & Vehicles,"June 25, 2018",3.0.0,4.0 and up
4716,W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3.8,11,2900000.0,500.0,Paid,1.99,Everyone,Weather,"April 23, 2018",1.0,4.1 and up
4776,iLauncher OS 12 Pro - Phone X,PERSONALIZATION,4.4,3,9600000.0,50.0,Paid,2.99,Everyone,Personalization,"June 24, 2018",1.0.1,4.1 and up
4845,Cardio Z,MEDICAL,4.3,24,10000000.0,100.0,Paid,5.99,Everyone,Medical,"March 13, 2017",1.0.2.1,4.4 and up
4848,Z PIVOT,COMMUNICATION,4.3,0,5700000.0,10.0,Paid,19.99,Everyone,Communication,"July 11, 2018",1.3,4.2 and up
4884,AB Anywhere Mobile Banking,FINANCE,4.3,3,11000000.0,500.0,Free,0.0,Everyone,Finance,"July 3, 2018",4.17.82,4.4 and up
4973,Ad Removal: thereisonlywe,PRODUCTIVITY,3.4,16,293000.0,100.0,Paid,6.49,Everyone,Productivity,"May 3, 2014",1.0,2.2 and up
4988,Easy Hotspot Ad Free,TOOLS,5.0,2,3300000.0,10.0,Paid,0.99,Everyone,Tools,"July 26, 2018",1.05,4.0 and up
5023,Dashboard AE,AUTO_AND_VEHICLES,4.3,0,13000000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,"May 16, 2018",1255162018,6.0 and up
5029,AE Manager,TOOLS,4.2,0,4000000.0,100.0,Free,0.0,Everyone,Tools,"June 15, 2015",1.0.0,4.0.3 and up
5041,AF Comics Reader - Free,COMICS,2.8,5,4099999.9999999995,100.0,Free,0.0,Everyone,Comics,"November 10, 2017",1.0,4.1 and up
5051,AF-STROKE,MEDICAL,4.3,5,902000.0,100.0,Paid,5.0,Teen,Medical,"December 19, 2013",1.3,2.1 and up
5052,i-share AF/KLM (AFKL ishare),SOCIAL,4.3,2,53000000.0,100.0,Free,0.0,Teen,Social,"July 21, 2018",1.16.5,4.1 and up
5053,Bazar.af,SHOPPING,4.7,13,1300000.0,500.0,Free,0.0,Everyone,Shopping,"July 7, 2017",cli-6.5.0,4.0 and up
5056,AF Legendary 2017,BUSINESS,4.3,0,11000000.0,50.0,Free,0.0,Teen,Business,"September 30, 2017",v2.7.11.6,4.1 and up
5059,AzadBazar.af,SHOPPING,4.3,3,3700000.0,100.0,Free,0.0,Everyone,Shopping,"March 9, 2018",1.0,4.0 and up
5061,AF Nutrition - Integratori,HEALTH_AND_FITNESS,4.5,6,19000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",1.3,4.1 and up
5068,AF Our Time to Shine,BUSINESS,4.3,0,11000000.0,100.0,Free,0.0,Everyone,Business,"July 17, 2017",v2.7.10.6,4.1 and up
5072,AF Johannesburg,FAMILY,4.3,3,11000000.0,100.0,Free,0.0,Everyone,Education,"May 2, 2017",1.0.3,4.1 and up
5083,"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3700000.0,500.0,Paid,4.99,Everyone,Communication,"May 18, 2018",8.05.18.14250,4.0.3 and up
5088,Ag Weather Tools,WEATHER,4.3,0,4600000.0,500.0,Free,0.0,Everyone,Weather,"January 9, 2018",1.0.1,5.0 and up
5099,BRL AG,TOOLS,4.2,0,52000000.0,100.0,Free,0.0,Everyone,Tools,"September 19, 2017",1.0.1,4.0 and up
5100,Oklahoma Ag Co-op Council,COMMUNICATION,4.3,0,4900000.0,10.0,Free,0.0,Everyone,Communication,"July 23, 2018",2.2.3,4.0.3 and up
5101,AG Fast Service Automotive,AUTO_AND_VEHICLES,4.3,5,1700000.0,100.0,Free,0.0,Everyone,Auto & Vehicles,"June 12, 2018",1.0.8,4.4 and up
5105,Safe Ag Systems™,BUSINESS,4.7,3,36000000.0,100.0,Free,0.0,Everyone,Business,"July 22, 2018",2.0.3,4.0.3 and up
5107,Ag Trucking Mobile App,PRODUCTIVITY,4.3,0,43000000.0,100.0,Free,0.0,Everyone,Productivity,"May 17, 2017",8.0,4.0.3 and up
5108,Lakeside AG Moultrie,LIFESTYLE,5.0,3,8600000.0,50.0,Free,0.0,Everyone,Lifestyle,"May 23, 2017",1.0,4.1 and up
5109,Ag Guardian,PRODUCTIVITY,4.3,1,2000000.0,100.0,Free,0.0,Everyone,Productivity,"December 28, 2015",1.0.0,4.0 and up
5111,Ag Across America,FAMILY,4.3,0,15000000.0,10.0,Free,0.0,Everyone,Educational;Education,"May 15, 2018",1.0.0,4.1 and up
5112,Border Ag & Energy,BUSINESS,4.3,0,12000000.0,50.0,Free,0.0,Everyone,Business,"April 30, 2018",2.1,4.3 and up
5113,Ag-Pro Companies,BUSINESS,4.3,0,45000000.0,50.0,Free,0.0,Everyone,Business,"March 6, 2018",2.3.0,4.4 and up
5114,My Ag Report,PRODUCTIVITY,4.3,1,3200000.0,50.0,Free,0.0,Everyone,Productivity,"June 18, 2018",1.2,5.1 and up
5116,AG EMS Tour,FAMILY,4.3,3,62000000.0,500.0,Free,0.0,Everyone,Entertainment,"May 5, 2017",1.35,4.0 and up
5118,Eternal Light AG,SOCIAL,5.0,30,13000000.0,100.0,Free,0.0,Teen,Social,"May 19, 2018",1.04,4.0.3 and up
5119,AG test,TOOLS,4.2,3,18000000.0,100.0,Free,0.0,Everyone,Tools,"October 18, 2017",1.0.2,4.1 and up
5120,West Central Ag,BUSINESS,4.3,3,1700000.0,100.0,Free,0.0,Everyone,Business,"January 16, 2017",1.2,4.0 and up
5122,Tri-Ag (WV) FCU,FINANCE,4.3,0,2900000.0,100.0,Free,0.0,Everyone,Finance,"July 3, 2018",3.1.10,4.1 and up
5124,United Ag Cooperative,BUSINESS,4.3,0,4200000.0,5.0,Free,0.0,Everyone,Business,"April 27, 2018",30.0.0,4.4 and up
5125,Ag Valley Cooperative,BUSINESS,5.0,6,74000000.0,500.0,Free,0.0,Everyone,Business,"June 26, 2017",2.3,4.0 and up
5126,Michael's AG Sound Board,FAMILY,4.3,0,1700000.0,1.0,Paid,0.99,Everyone,Entertainment,"December 12, 2017",1.1,1.6 and up
5127,Ag-Power,BUSINESS,4.3,0,47000000.0,10.0,Free,0.0,Everyone,Business,"July 13, 2018",2.4.3,4.4 and up
5129,AG Track,TOOLS,4.1,12,8700000.0,100.0,Free,0.0,Everyone,Tools,"March 23, 2018",3.3,4.0 and up
5131,Freeland AH,MEDICAL,4.3,0,28000000.0,100.0,Free,0.0,Everyone,Medical,"December 18, 2017",300000.0.95,4.0.3 and up
5132,MD PAWS AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"February 23, 2018",300000.0.98,4.0.3 and up
5135,Mukwonago AH,MEDICAL,4.3,1,29000000.0,100.0,Free,0.0,Everyone,Medical,"June 29, 2017",300000.0.85,4.0.3 and up
5136,Angelcare AH,MEDICAL,4.3,0,29000000.0,50.0,Free,0.0,Everyone,Medical,"October 6, 2017",300000.0.91,4.0.3 and up
5139,Chenoweth AH,MEDICAL,5.0,1,27000000.0,100.0,Free,0.0,Everyone,Medical,"April 3, 2017",300000.0.78,4.0.3 and up
5140,Sayers AH,MEDICAL,4.3,0,29000000.0,50.0,Free,0.0,Everyone,Medical,"January 17, 2018",300000.0.97,4.0.3 and up
5141,Claus Paws AH,MEDICAL,4.3,1,29000000.0,100.0,Free,0.0,Everyone,Medical,"December 8, 2017",300000.0.94,4.0.3 and up
5142,Denis Brogniart - AH 2 !,FAMILY,4.3,4,14000000.0,100.0,Free,0.0,Everyone,Entertainment,"October 28, 2017",1.0,2.1 and up
5144,AH Alarm Panel,TOOLS,3.9,7,81000.0,100.0,Paid,4.99,Everyone,Tools,"May 12, 2011",1.2.0,1.5 and up
5145,Arrowhead AH App,MEDICAL,5.0,3,28000000.0,100.0,Free,0.0,Everyone,Medical,"April 21, 2017",300000.0.80,4.0.3 and up
5147,Maricopa AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"July 16, 2018",300000.1.11,4.0.3 and up
5148,Kimbrough AH,MEDICAL,5.0,5,28000000.0,100.0,Free,0.0,Everyone,Medical,"September 21, 2017",300000.0.90,4.0.3 and up
5150,Bee'ah Employee App,COMMUNICATION,4.0,4,5400000.0,100.0,Free,0.0,Teen,Communication,"December 24, 2017",2.26.5.0,5.0 and up
5151,Clarksburg AH,MEDICAL,1.0,1,28000000.0,50.0,Free,0.0,Everyone,Medical,"May 1, 2017",300000.0.81,4.0.3 and up
5152,WAH AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"May 3, 2017",300000.0.80,4.0.3 and up
5153,Prestige AH,MEDICAL,4.0,2,29000000.0,100.0,Free,0.0,Everyone,Medical,"May 11, 2017",300000.0.81,4.0.3 and up
5154,San Dimas AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"February 18, 2018",300000.0.97,4.0.3 and up
5155,Ah Bailar,FAMILY,4.3,10,3000000.0,100.0,Free,0.0,Everyone,Entertainment,"April 14, 2018",1.0,5.0 and up
5156,Ebenezer AH,MEDICAL,4.0,4,27000000.0,500.0,Free,0.0,Everyone,Medical,"May 5, 2017",300000.0.79,4.0.3 and up
5157,Boston AH,MEDICAL,4.3,1,29000000.0,50.0,Free,0.0,Everyone,Medical,"November 30, 2017",300000.0.93,4.0.3 and up
5159,Ah !,FAMILY,4.3,3,22000000.0,50.0,Free,0.0,Everyone,Entertainment,"December 27, 2017",1.1.2,5.0 and up
5160,Kay AH GA,MEDICAL,4.3,0,29000000.0,1.0,Free,0.0,Everyone,Medical,"February 15, 2018",300000.0.97,4.0.3 and up
5161,Bayview Hill AH,MEDICAL,4.3,0,29000000.0,50.0,Free,0.0,Everyone,Medical,"June 6, 2018",300000.1.08,4.0.3 and up
5162,Hilltop AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"January 10, 2018",300000.0.96,4.0.3 and up
5163,Ah Ha Block,FAMILY,4.3,2,16000000.0,100.0,Free,0.0,Everyone,Casual,"July 9, 2017",1.0,4.0 and up
5164,AH Lake Villa,MEDICAL,4.3,3,27000000.0,100.0,Free,0.0,Everyone,Medical,"April 22, 2017",300000.0.78,4.0.3 and up
5165,Ferguson AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"July 17, 2017",300000.0.86,4.0.3 and up
5166,be'ah,HEALTH_AND_FITNESS,4.5,5,5700000.0,10.0,Free,0.0,Everyone,Health & Fitness,"March 28, 2018",1.0,2.3 and up
5168,Downers Grove AH,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"January 10, 2018",300000.0.96,4.0.3 and up
5169,AH! Soundboard,FAMILY,4.3,11,2000000.0,100.0,Free,0.0,Everyone,Entertainment,"September 21, 2017",1.1,4.1 and up
5170,Sherbourne AH,MEDICAL,4.3,1,29000000.0,50.0,Free,0.0,Everyone,Medical,"February 27, 2018",300000.0.98,4.0.3 and up
5171,Cathy AH,TOOLS,4.2,0,20000000.0,1.0,Free,0.0,Everyone,Tools,"July 16, 2018",1.0.4,4.1 and up
5172,Monticello AH,MEDICAL,4.3,0,28000000.0,50.0,Free,0.0,Everyone,Medical,"May 26, 2017",300000.0.84,4.0.3 and up
5173,Brandon Lakes AH,MEDICAL,2.6,5,27000000.0,100.0,Free,0.0,Everyone,Medical,"May 5, 2017",300000.0.79,4.0.3 and up
5174,Forest Crossing AH,MEDICAL,4.3,0,29000000.0,10.0,Free,0.0,Everyone,Medical,"April 12, 2018",300000.1.01,4.0.3 and up
5176,Mitchell AH,MEDICAL,4.3,0,29000000.0,50.0,Free,0.0,Everyone,Medical,"May 23, 2018",300000.1.08,4.0.3 and up
5177,AH of Rocky Hill,MEDICAL,4.3,0,29000000.0,100.0,Free,0.0,Everyone,Medical,"November 24, 2017",300000.0.93,4.0.3 and up
5196,AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5.0,43,2300000.0,100.0,Free,0.0,Everyone,News & Magazines,"June 22, 2018",1.0,4.4 and up
5199,Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3200000.0,100.0,Free,0.0,Everyone,Productivity,"November 4, 2017",1.2-Release,4.1 and up
5203,Virtual Eye AI,TOOLS,4.4,26,3800000.0,500.0,Free,0.0,Everyone,Tools,"May 27, 2018",1.2,4.0 and up
5211,Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7900000.0,100.0,Free,0.0,Everyone,Social,"July 4, 2018",1.3.1-lite,5.0 and up
5213,Artificial intelligence,FAMILY,4.3,3,1800000.0,100.0,Free,0.0,Everyone,Entertainment,"March 5, 2018",2.2,4.1 and up
5214,MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3.7,3,7500000.0,100.0,Free,0.0,Everyone,Productivity,"March 1, 2018",11.04,4.1 and up
5217,Message AI - Write Better Messages,TOOLS,4.2,0,7900000.0,100.0,Paid,2.99,Mature 17+,Tools,"July 4, 2018",1.3.1,5.0 and up
5218,AI Image Recognizer (beta),PHOTOGRAPHY,4.3,0,3700000.0,500.0,Free,0.0,Everyone,Photography,"September 13, 2017",closed,4.0 and up
5221,Age of AI: War Strategy,FAMILY,4.6,71,5700000.0,500.0,Paid,2.49,Everyone,Strategy,"March 14, 2018",1.8,4.0 and up
5230,AJ Cam,PHOTOGRAPHY,5.0,44,2800000.0,100.0,Free,0.0,Everyone,Photography,"January 23, 2018",1.0,4.1 and up
5231,AJ Reminders,MAPS_AND_NAVIGATION,4.2,0,3200000.0,10.0,Free,0.0,Everyone,Maps & Navigation,"January 27, 2018",1.0,4.2 and up
5232,tournaments and more.aj.2,COMMUNICATION,4.3,0,4200000.0,100.0,Free,0.0,Teen,Communication,"September 25, 2017",4.3,2.3 and up
5234,Aj. Vallbona,NEWS_AND_MAGAZINES,4.2,0,22000000.0,10.0,Free,0.0,Everyone,News & Magazines,"July 25, 2018",4.0,4.4 and up
5235,AJ Official,FAMILY,4.6,31,7300000.0,500.0,Free,0.0,Everyone,Education,"May 3, 2017",0.1,2.3 and up
5237,Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50000000.0,100.0,Paid,3.99,Everyone,Books & Reference,"June 13, 2016",1.0.0,2.2 and up
5238,Selfie With Champion AJ Style,PHOTOGRAPHY,5.0,2,7500000.0,500.0,Free,0.0,Everyone,Photography,"January 8, 2018",1.0,3.2 and up
5239,Baby Game Animal Jam Free,GAME,2.8,9,26000000.0,500.0,Free,0.0,Everyone,Board,"March 24, 2017",1.0,2.3 and up
5240,AJ Concept Group App,HOUSE_AND_HOME,4.3,0,17000000.0,10.0,Free,0.0,Everyone,House & Home,"July 25, 2017",3.0,4.0.3 and up
5243,A.J. Styles HD Wallpapers 2018,PHOTOGRAPHY,4.3,1,7600000.0,100.0,Free,0.0,Everyone,Photography,"July 26, 2018",1.0,4.1 and up
5244,AJ Player,VIDEO_PLAYERS,4.8,18,1700000.0,100.0,Free,0.0,Everyone,Video Players & Editors,"April 22, 2018",1.6.3.1,5.0 and up
5245,AJ RETAILS,SHOPPING,5.0,9,169000.0,10.0,Free,0.0,Everyone,Shopping,"June 1, 2018",18060104,2.2 and up
5246,Hey AJ! It's Bedtime!,FAMILY,5.0,1,63000000.0,10.0,Paid,4.99,Everyone,Education,"April 4, 2018",1.0.59,2.3 and up
5247,AJ AUTO,AUTO_AND_VEHICLES,4.3,0,7700000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,"February 27, 2017",1.0.0,4.0.3 and up
5249,AJ Nails Supply,SHOPPING,4.3,1,6600000.0,100.0,Free,0.0,Everyone,Shopping,"August 15, 2016",1.0,2.3.3 and up
5250,Aj.Petra,COMMUNICATION,4.3,5,14000000.0,100.0,Free,0.0,Everyone,Communication,"September 29, 2017",1.0.1,4.1 and up
5251,AJ Men's Grooming,LIFESTYLE,5.0,2,22000000.0,100.0,Free,0.0,Everyone,Lifestyle,"August 28, 2017",5,4.1 and up
5252,Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3600000.0,100.0,Paid,0.99,Everyone,Personalization,"September 20, 2017",1.35,4.3 and up
5253,AJ Rafael Music Lyrics,FAMILY,4.3,0,8400000.0,50.0,Free,0.0,Everyone 10+,Entertainment,"January 3, 2018",2.0,4.0.3 and up
5255,AJ and Alyssa,LIFESTYLE,4.2,0,475000.0,100.0,Free,0.0,Everyone,Lifestyle,"June 1, 2017",1.0.0,2.3.3 and up
5256,A.J. Green Wallpapers 4 Fans,LIFESTYLE,4.2,0,4300000.0,5.0,Free,0.0,Everyone,Lifestyle,"May 26, 2018",1.0,4.0 and up
5257,AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35000000.0,50.0,Paid,0.99,Everyone,Personalization,"April 22, 2018",1.1,4.1 and up
5259,A-J Media Vault,BOOKS_AND_REFERENCE,4.5,1,24000000.0,50.0,Free,0.0,Everyone,Books & Reference,"January 4, 2017",5.62.1,4.0.3 and up
5260,AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,35000000.0,10.0,Paid,0.99,Everyone,Personalization,"April 29, 2018",1.1,4.1 and up
5262,AJ-COMICS,FOOD_AND_DRINK,4.3,0,27000000.0,5.0,Free,0.0,Everyone,Food & Drink,"July 13, 2018",0.1.0,4.4 and up
5263,AJ Blue Icon Pack,PERSONALIZATION,5.0,4,31000000.0,50.0,Paid,0.99,Everyone,Personalization,"April 27, 2018",1.1,4.1 and up
5264,AJ Tracey Music and Lyrics,FAMILY,4.3,0,2700000.0,5.0,Free,0.0,Teen,Entertainment,"June 7, 2018",1.0,4.0.3 and up
5265,AJ Turquoise Dark Icon Pack,PERSONALIZATION,4.4,0,32000000.0,10.0,Paid,0.99,Everyone,Personalization,"May 1, 2018",1.1,4.1 and up
5266,AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,4.2,0,27000000.0,10.0,Free,0.0,Everyone,Maps & Navigation,"July 30, 2018",1.0.0.0,4.3 and up
5268,AJ Rafael Music Lessons,FAMILY,5.0,1,8199999.999999999,10.0,Free,0.0,Everyone,Entertainment,"November 29, 2017",1.2.1,4.1 and up
5269,AJ Orange Icon Pack,PERSONALIZATION,4.4,0,30000000.0,10.0,Paid,0.99,Everyone,Personalization,"May 2, 2018",1.1,4.1 and up
5270,AJ Wallpapers,PERSONALIZATION,4.4,0,3900000.0,100.0,Free,0.0,Everyone,Personalization,"May 6, 2018",2.0,4.0.3 and up
5271,Aj Di Awaaz,NEWS_AND_MAGAZINES,4.2,9,1100000.0,500.0,Free,0.0,Everyone,News & Magazines,"September 7, 2016",1.0,4.1 and up
5274,AK-47 Simulation and Info,FAMILY,4.3,2,18000000.0,100.0,Free,0.0,Everyone,Entertainment,"May 5, 2018",2.0.0,5.0 and up
5281,AK 47 Assault Rifle Wallpapers,PERSONALIZATION,4.4,1,15000000.0,100.0,Free,0.0,Teen,Personalization,"February 22, 2018",1.0,4.1 and up
5286,Book of AK-47,LIFESTYLE,3.8,6,3400000.0,500.0,Free,0.0,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up
5288,AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,4.4,1,5800000.0,500.0,Free,0.0,Everyone,Action,"May 17, 2018",2.0,4.0.3 and up
5289,Ak-47 Wallpapers 2018,PERSONALIZATION,4.4,7,4900000.0,500.0,Free,0.0,Everyone,Personalization,"March 14, 2018",newversion,4.3 and up
5290,Wallpapers New AK 47 Assault Rifle Guns Arms,PERSONALIZATION,4.4,0,16000000.0,100.0,Free,0.0,Teen,Personalization,"March 10, 2018",1.0,4.1 and up
5292,Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3.0,2,33000000.0,100.0,Free,0.0,Everyone,Simulation,"July 18, 2018",1.0,4.1 and up
5296,Wallpapers AK 74M,PERSONALIZATION,4.4,0,11000000.0,10.0,Free,0.0,Teen,Personalization,"April 13, 2018",1.0,4.1 and up
5298,Wallpapers AK 12,PERSONALIZATION,4.4,0,11000000.0,10.0,Free,0.0,Teen,Personalization,"April 12, 2018",1.0,4.1 and up
5299,AK 47 Lock Screen,PERSONALIZATION,4.6,5,8800000.0,500.0,Free,0.0,Mature 17+,Personalization,"February 11, 2018",1.0,4.0.3 and up
5302,Jigsaw Puzzles AK 74M,PERSONALIZATION,4.4,0,4900000.0,10.0,Free,0.0,Mature 17+,Personalization,"May 7, 2018",1.0,4.0.3 and up
5303,AK-47 guns Sounds,FAMILY,4.3,2,5100000.0,100.0,Free,0.0,Everyone,Entertainment,"June 28, 2018",666,4.0 and up
5307,Ak Parti Yardım Toplama,SOCIAL,4.3,0,8700000.0,0.0,Paid,13.99,Teen,Social,"July 28, 2017",3.4.4.3.3,4.1 and up
5308,AK Lodi Films,VIDEO_PLAYERS,4.9,23,2100000.0,100.0,Free,0.0,Everyone,Video Players & Editors,"August 11, 2015",1.1,4.0 and up
5407,AO-EVENT,BUSINESS,4.3,0,42000000.0,100.0,Free,0.0,Everyone,Business,"May 28, 2018",6.2.6,4.1 and up
5457,AP Mobile 104,BUSINESS,4.3,0,14000000.0,100.0,Free,0.0,Everyone,Business,"December 13, 2017",1.2.2.0,4.0 and up
5466,"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,4.7,3,5300000.0,10.0,Paid,2.99,Everyone,Tools,"May 27, 2018",1.0.15,4.4 and up
5475,500 AP World History Questions,FAMILY,4.7,7,1200000.0,100.0,Paid,9.99,Everyone,Education,"November 1, 2013",1.2,1.6 and up
5476,AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5,45000000.0,500.0,Paid,1.49,Everyone,Personalization,"September 1, 2017",1.8.2,4.4 and up
5479,iScore5 AP Psych,FAMILY,2.9,10,73000000.0,100.0,Paid,4.99,Everyone,Educational,"April 25, 2017",2.0,4.0.3 and up
5480,Glanceable Ap Watch Face,PERSONALIZATION,4.4,0,11000000.0,5.0,Paid,0.99,Everyone,Personalization,"August 14, 2016",1.0.103,4.4 and up
5482,meStudying: AP English Lit,FAMILY,5.0,1,655000.0,10.0,Paid,4.99,Everyone,Education,"August 31, 2013",1.3,2.0.1 and up
5486,AP Series Solution Pro,FAMILY,4.3,0,7400000.0,0.0,Paid,1.99,Everyone,Education,"July 30, 2017",1.3,4.0 and up
5489,AP Art History Flashcards,FAMILY,5.0,1,96000000.0,10.0,Paid,29.99,Mature 17+,Education,"January 19, 2016",3.30,4.0 and up
5497,AQ Service,BUSINESS,4.3,4,17000000.0,10.0,Free,0.0,Everyone,Business,"August 28, 2017",1.0,4.4 and up
5498,AQ wisdom +,TOOLS,4.2,0,35000000.0,100.0,Free,0.0,Everyone,Tools,"March 15, 2018",1.0.0,4.0.3 and up
5499,AQ SMS Notify,TOOLS,4.2,0,2300000.0,10.0,Free,0.0,Everyone,Tools,"April 12, 2018",2.5.3,4.1 and up
5500,AQ Math Facts,FAMILY,4.3,1,16000000.0,1.0,Paid,2.99,Everyone,Educational,"May 17, 2017",1.0.3,4.0 and up
5501,Adventure Quest World Mobile Quiz,FAMILY,4.6,28,26000000.0,500.0,Free,0.0,Everyone,Puzzle,"January 16, 2018",3.1.6z,4.0.3 and up
5502,Aqw&3d Design Notes Manager,FAMILY,4.5,11,2900000.0,500.0,Free,0.0,Everyone,Entertainment,"August 15, 2017",3.0,4.0.3 and up
5506,AQ Ria Retail,FAMILY,5.0,4,52000000.0,50.0,Free,0.0,Everyone,Education,"April 3, 2018",1.1,4.1 and up
5508,AQ Guards,PRODUCTIVITY,4.3,0,3200000.0,10.0,Free,0.0,Everyone,Productivity,"July 6, 2018",2.1.22,4.4 and up
